ppn;identifier
242328873;
278562760;
294221980;
273334948;
364369086;
260097926;
270780130;
262822970;
411228935;
217452094;
249332930;
383507162;
370350308;
288870271;
320700178;
289033314;
254862756;
227760867;
319018040;
261599127;
303493496;
217916384;
277185874;
288955870;
242576338;
229633056;
239084802;
373437056;
27457196X;
294533982;
239867572;
271495030;
242451330;
228076943;
264448294;
228092027;
238765296;
273465325;
263503356;
227456718;
254686346;
298614359;
215799267;
255293364;
268417385;
239477952;
411957732;
402173651;
271494271;
329688146;
353496979;
316053228;
253694477;
364446072;
242149219;
30600061X;
260360368;
333011732;
242934056;
29428169X;
264408675;
268623546;
258287403;
217534767;
214242145;
330020560;
264589432;
29127210X;
304445398;
327768762;
234600608;
332255859;
401027686;
267780087;
26221055X;
260093289;
328212458;
377044660;
398492883;
413387984;
239867157;
29702762X;
255183089;
21717275X;
218067976;
252318900;
271478918;
231989415;
235161691;
391776738;
256561249;
399882855;
291499511;
329920162;
216910439;
280023650;
26410563X;
229821871;
321599039;
239380878;
263484327;
333037448;
234944064;
244165122;
252268881;
41369769X;
270421858;
369858875;
273314130;
343067935;
333426770;
334370329;
263144712;
226627365;
244182213;
23457304X;
420688978;
227756185;
275907783;
288069137;
339251913;
268230404;
252044827;
217401252;
381101398;
267818017;
234982519;
24142030X;
264576829;
285497952;
242330363;
287558193;
408827416;
410728454;
264425588;
216392659;
237913232;
397189966;
258672862;
269515275;
241634431;
287546462;
311464130;
289035953;
238658732;
327434767;
273871307;
262458543;
243959753;
291149111;
271482060;
242483836;
236135090;
370782658;
237987740;
264837940;
401412512;
217857752;
325007055;
290682088;
316298735;
383045746;
250120119;
393625311;
290712335;
26033345X;
289004454;
237540622;
327860456;
329932756;
273274368;
238988066;
230051863;
262458349;
274380978;
402413881;
390958476;
357141342;
255874014;
278580351;
262605449;
236183257;
288057902;
213769735;
258326697;
312822154;
273813420;
290841771;
396542468;
351114122;
297313207;
277345944;
297634909;
391008293;
314284028;
288349423;
25223958X;
235238821;
242383513;
271494905;
287519961;
304589144;
269788948;
297209671;
237145448;
24913991X;
246406275;
25638892X;
237179555;
245813691;
24265620X;
242347347;
397618476;
214112233;
256097380;
305635999;
244175829;
254977065;
399892206;
269904190;
239476085;
351227520;
274514990;
321427513;
264424646;
297397478;
260145254;
297121022;
393621421;
32048789X;
255144652;
250276550;
213887320;
230212778;
288261356;
288072294;
354967789;
254936059;
412865637;
240523814;
308258355;
282419314;
339321989;
270948848;
285638335;
218027443;
239407946;
408204540;
258456639;
285641336;
217855830;
29734711X;
36952246X;
242611680;
269514376;
315304804;
30458889X;
291099513;
235056022;
25638861X;
408048409;
401434184;
264572785;
245983147;
274430967;
203219406;
241458609;
317307010;
234575115;
241446430;
25406194X;
317818589;
306194597;
288254783;
243421303;
240623584;
284868833;
292745192;
242425194;
241067634;
22652924X;
413623459;
245843094;
250113112;
250255030;
406581584;
24235470X;
241235243;
217647049;
31043095X;
332193578;
39173086X;
32650947X;
214105296;
236457373;
296338338;
252058305;
357484703;
385980957;
288122402;
279918933;
248809733;
335909078;
249144379;
288349229;
236171054;
243287119;
262668793;
333676939;
315928603;
241857597;
241237017;
271411139;
413775771;
392058367;
241702178;
32204894X;
321425855;
228181607;
277315085;
377039586;
270123253;
234980400;
222449721;
38226133X;
403846943;
338101446;
377043028;
217844383;
298151790;
264462424;
275902730;
232675201;
243249748;
244715505;
260331872;
295847581;
391028995;
413282473;
343417634;
413153622;
250175223;
291133614;
364130725;
270914501;
242921817;
242615392;
369250575;
413314812;
323857280;
370830458;
212882678;
28898899X;
416201725;
230381707;
241073596;
395584280;
230214460;
377046019;
419754490;
264632192;
215123328;
37554772X;
220382999;
396602576;
410532266;
227427297;
265038227;
271459816;
299294048;
37077907X;
41095506X;
255794150;
239490312;
266740502;
305079352;
334425395;
269111964;
252137493;
268936749;
272733938;
216870127;
408791039;
331189143;
217218512;
24553847X;
216113415;
24438374X;
329156640;
288077024;
278732607;
243158874;
393806626;
294274944;
297027670;
287969010;
298090430;
382743326;
270843604;
290573548;
354063154;
260361011;
297321927;
224214179;
271459050;
400226596;
292622821;
241738253;
262206692;
372625118;
243440723;
278747841;
258795158;
253705886;
333602137;
256062285;
275390322;
369554744;
242403050;
231378505;
271349530;
262019035;
230096182;
242125964;
241392462;
229849512;
296480754;
236555855;
410932205;
354902571;
242577229;
39809392X;
240858514;
272730572;
25019600X;
217190057;
370153987;
282419691;
337879192;
274515997;
241258073;
416458734;
416444628;
267971370;
253694248;
297883372;
281885001;
341546127;
333038290;
262483394;
291133444;
420083154;
262189739;
337718121;
288365437;
255961944;
274732890;
216730287;
420684522;
371638674;
320829855;
212848232;
291501028;
240409272;
395471982;
239096649;
21784118X;
240840860;
375796908;
398084467;
241897319;
244994889;
315462833;
244400598;
230374484;
229846920;
302560076;
268243948;
258973722;
25025493X;
346223776;
285554336;
274769379;
240991958;
242547532;
254901166;
21653450X;
242344690;
413166880;
377040355;
34589782X;
30458892X;
27857419X;
273819496;
296201553;
26219337X;
270498036;
410625027;
270267026;
216985064;
277282284;
376058633;
274397072;
277925363;
417097301;
298042886;
240934946;
303251891;
328662909;
327289376;
322058813;
255337612;
242120245;
24028948X;
413387852;
217184960;
296213454;
241343003;
419730370;
216081262;
228177448;
318151324;
252231120;
329894714;
411311360;
306018764;
416443818;
242547621;
255184808;
275410838;
245552774;
291103340;
252657837;
408352159;
216611814;
304725404;
292744633;
371341663;
297470582;
244214336;
298431785;
393806642;
270944397;
402361067;
333163338;
241068908;
227917111;
383482860;
392538784;
290736765;
246885750;
245877223;
285555510;
216070554;
24278688X;
26437472X;
226537900;
406916993;
401150615;
338567100;
377510718;
377045195;
297372203;
384115381;
291289304;
249183641;
239133994;
254862101;
268944318;
262456893;
417043791;
238361756;
239386299;
288130928;
238623734;
323354688;
327966610;
254858643;
369891007;
260321427;
269511369;
397237677;
256143641;
260046159;
341460451;
228015677;
237117614;
290831679;
363928715;
243512422;
237782898;
411911821;
236109553;
408347120;
24267593X;
39333273X;
229503683;
375525726;
334102413;
293037469;
268593914;
228007186;
397734085;
252267966;
376030836;
270043373;
297345591;
364211466;
271442565;
252657047;
244018081;
26457382X;
252644190;
290881404;
327524227;
252234022;
21380784X;
229347274;
418766711;
261607707;
26736895X;
241834953;
26446365X;
288656903;
31495399X;
255156219;
213770903;
267781954;
244763666;
255893671;
320532216;
344303802;
294238352;
273274104;
410912271;
402423232;
258637870;
240790723;
339177764;
269516166;
242708676;
262404117;
264468767;
296384410;
417042655;
217190820;
26960961X;
229357172;
396606318;
343061538;
231591748;
228076757;
408831804;
273810677;
323410537;
395563992;
29727158X;
317654675;
298908212;
280683499;
314296204;
282344969;
413152677;
325705917;
254811833;
331319136;
358161770;
406590028;
241955270;
315172304;
393429830;
270476083;
256342156;
327114576;
413148823;
409867497;
243013418;
258284412;
398115508;
257371257;
256298629;
217820913;
271390409;
30335237X;
258982268;
22937977X;
375875700;
218160062;
296838098;
239592557;
297257196;
419926712;
28807579X;
35198173X;
400814676;
226724883;
242965768;
263679845;
229750699;
384093019;
320500926;
397904185;
269082468;
264208137;
387216952;
260090476;
23020306X;
411294830;
244835543;
290914752;
336550650;
33612239X;
375268154;
276953363;
217643566;
244765960;
270091408;
243078234;
238098117;
240307429;
252236114;
351947787;
285547496;
243956487;
269778446;
252779304;
261606506;
262677849;
357316967;
40624295X;
273466194;
291945031;
263440575;
240966252;
265585732;
290859816;
249143283;
395291038;
274724456;
391006142;
236332902;
244382883;
391783025;
389987824;
245941975;
392818523;
408636904;
397184972;
296455393;
31074282X;
339152737;
362754683;
292747101;
343404915;
321684028;
268406375;
377047481;
296014028;
339436689;
318171740;
265039843;
274767775;
322524490;
242549659;
243317026;
268406650;
262821958;
29639436X;
243275145;
240407709;
25406129X;
238000400;
264764420;
241475635;
392770938;
380250462;
245547010;
387270086;
237193183;
397749228;
29587676X;
297724797;
408068051;
328991228;
407477799;
406725209;
334063620;
304864609;
236152882;
288406605;
217997368;
322511097;
322722276;
240625765;
396039057;
242632025;
217042813;
217600093;
275903621;
239522222;
23787217X;
265540372;
412895110;
370590449;
369223675;
213896818;
244927995;
298792508;
23621652X;
240996046;
216431611;
269711686;
333576780;
302982337;
238172473;
281974608;
258973269;
413387925;
408205237;
343051273;
34133572X;
264446712;
277346290;
215705823;
407629203;
265251672;
27875192X;
214143333;
258426292;
387391592;
26559765X;
336499825;
229522157;
36959021X;
238757684;
240701267;
304098760;
256247781;
42097119X;
393756904;
217400418;
297728245;
237395584;
253184800;
251923185;
400644142;
400640783;
222385405;
25012369X;
21411211X;
267774656;
235672726;
250193086;
37011129X;
298877821;
276885058;
392801108;
228158516;
297237101;
244185158;
338689443;
37585701X;
288585461;
229403859;
405347685;
391754017;
238834077;
296888044;
331660571;
29088697X;
244224811;
297512102;
376260769;
296595063;
24256089X;
238653307;
40592156X;
288075854;
30666416X;
408823682;
262189623;
242993249;
262459256;
411285610;
285585819;
347261094;
297772449;
265392292;
242424120;
270097430;
234771496;
244922179;
29262221X;
317709046;
229318150;
229872328;
241559413;
408390492;
273448587;
238947076;
260277126;
364298332;
248077104;
256524246;
239842219;
331547511;
264469348;
244223939;
254813054;
340473924;
288067762;
261803948;
357936353;
306026007;
230020208;
237332531;
242402372;
287540561;
244835101;
250184982;
217189091;
229823874;
392818337;
267973586;
234613947;
265037700;
227389220;
242998771;
276827627;
419730117;
217547583;
256539715;
271362448;
253691486;
235236373;
338998012;
269242961;
260046396;
331006650;
298419629;
26520996X;
383508150;
244277532;
191707635;
254984061;
260357162;
33986589X;
264592212;
252341465;
240692802;
222873140;
273324721;
408723351;
227914201;
250259559;
242966616;
268403279;
285638211;
413315428;
297386743;
265032032;
265032237;
250180383;
338210008;
333711440;
338346597;
338589562;
263294447;
311803768;
263680185;
391020323;
410528625;
288989783;
227734653;
279950772;
305945343;
215893352;
264587839;
300144962;
291062539;
238472779;
265602378;
23038210X;
339705590;
269408533;
326116729;
236628992;
402491629;
407627340;
28857592X;
256955727;
275394980;
383778662;
338542647;
271545496;
41052901X;
333427033;
296177571;
333727142;
303104872;
364318457;
268594090;
371640326;
237708191;
291097715;
264761251;
274454629;
332992349;
252160495;
270846964;
290460468;
227028341;
274156040;
290842654;
306633213;
239265300;
24261471X;
288560132;
241989426;
217644899;
24252754X;
240574052;
395584612;
287804666;
343574683;
408821973;
292633149;
322155975;
374744807;
239355792;
267366841;
334063272;
335088619;
30599350X;
229393225;
242550843;
242576613;
327699531;
236392786;
387620478;
252646436;
357961285;
297121286;
256182728;
239640004;
213163934;
265030323;
229830706;
291511872;
239311140;
24210956X;
408193034;
239037979;
243973918;
234806168;
265596750;
217523978;
21783891X;
235247677;
271258926;
35300958X;
242042880;
39471122X;
231575149;
416459404;
255791054;
241478871;
314912460;
229474594;
387171819;
230412238;
288071034;
258743212;
268230463;
245827455;
238987485;
250259443;
258739797;
35650106X;
250193493;
255818688;
229510256;
397079451;
304923206;
352058633;
416826768;
245883975;
215669428;
333621921;
395552257;
314118322;
222445998;
299329968;
398530564;
216901154;
248232231;
23886779X;
288263766;
296995630;
273344528;
217997694;
265026652;
401462749;
369480112;
246153717;
413335798;
241011973;
38721674X;
398530572;
276829913;
401387658;
213266032;
230416500;
285485040;
409828823;
324245084;
241059178;
252143418;
297387138;
296298867;
214224414;
255900228;
255961596;
357135318;
371566533;
278743188;
23942560X;
274433451;
273466135;
416582273;
271244569;
250623595;
264977548;
397610157;
297606999;
240523466;
262671832;
262188333;
286809249;
240997352;
239341864;
258675098;
338816569;
256195005;
413926346;
214210472;
278754619;
239816617;
237491133;
297305255;
267539762;
217988075;
292990413;
229355110;
411089269;
384065155;
329501615;
275902544;
216784948;
408654023;
250569035;
237322803;
241064910;
322166381;
420202455;
294873562;
268407436;
227408578;
264431529;
297026658;
245875670;
416448585;
276326652;
343151588;
272735574;
369474236;
392195216;
296956791;
214076636;
272748315;
256343470;
243216513;
254955703;
242745202;
218003293;
239538552;
314169814;
252224639;
287802566;
291401201;
288585569;
315272716;
254844693;
376323477;
377040266;
402170466;
270330437;
418036586;
413967662;
241586275;
245582665;
264610083;
411229028;
24239986X;
326982337;
312821263;
240843223;
294890289;
25316382X;
393758621;
403928710;
242853609;
282361278;
269254757;
309260663;
265026776;
268180547;
262190125;
228026962;
229365108;
245829709;
225858738;
307347702;
263460134;
306713969;
272735213;
387172815;
341675555;
231031203;
243014864;
276809440;
265029295;
395386829;
294527605;
271420642;
288415558;
273869515;
327265574;
270843760;
287508404;
228027462;
213775263;
391155032;
297152297;
308016645;
217840450;
252644379;
332025608;
245818251;
338223835;
249967626;
271351659;
21769800X;
297998730;
238748294;
297344447;
246868910;
341046507;
244446628;
217048897;
336559372;
411313843;
352059389;
242148603;
242344437;
401356787;
273871021;
242148018;
229848648;
352101806;
406348243;
273387707;
412029324;
408101946;
229514847;
288070259;
287558320;
249557312;
220370125;
41645898X;
37109125X;
403999936;
240550986;
395393957;
334153263;
217258794;
355491281;
256515972;
270112286;
317710311;
337791627;
244401292;
264572572;
28893377X;
245875948;
322955661;
274429942;
242402828;
345679555;
262672677;
263498689;
343099365;
25651609X;
237913399;
258232404;
242384013;
258971460;
217632831;
285471961;
278636527;
236676024;
291008216;
239493400;
239909097;
26054325X;
241812836;
216028884;
227524845;
239521382;
26006033X;
234979402;
269908102;
237269899;
238145204;
271342293;
237697157;
239097076;
23493400X;
217842097;
345868323;
253696550;
408711191;
238412954;
371263808;
372649084;
270849017;
242565328;
27090588X;
227241568;
244745854;
265788315;
249980681;
242520529;
298575299;
269127739;
271347554;
21297520X;
41902476X;
271509392;
240933699;
269442758;
240420306;
40882462X;
262481634;
410745626;
395471761;
216051568;
265260701;
245873600;
241579422;
227760271;
222447982;
408345411;
290849721;
242329365;
238753492;
255192711;
238399206;
242655645;
22741814X;
286804492;
265194571;
332878872;
217582001;
290693578;
270133283;
245554564;
257568441;
288153871;
245829245;
332025764;
244697043;
243262213;
241904374;
254858783;
27153947X;
303986417;
33404734X;
401478645;
287545903;
331636905;
234997346;
269448888;
318144956;
301170223;
241582237;
292026609;
290786983;
338293442;
244632359;
218196458;
229899633;
237878607;
271412313;
380794349;
275115127;
401027783;
356609588;
263662500;
357484940;
256067007;
226202658;
410757187;
255149727;
353569240;
381181359;
240757750;
229633730;
273456024;
37079043X;
26695281X;
297785982;
374756252;
26905247X;
314066810;
235236284;
371539560;
288840941;
406384940;
318151499;
408201509;
235238104;
274420120;
37536367X;
264761308;
241905389;
408132272;
321765915;
264639804;
270093249;
227557654;
340212802;
408828528;
256109478;
397787278;
337718520;
389086088;
260300799;
262422093;
242879489;
24735757X;
276865294;
245873201;
375273026;
274784084;
30013889X;
271258683;
380676931;
371537282;
245887741;
408347910;
321284364;
241167795;
374633142;
333978951;
234809264;
297214403;
26859077X;
234701153;
382827198;
375777989;
241039312;
297710907;
331828324;
270263632;
229850782;
417271492;
387172319;
25631134X;
399361669;
357245156;
419753346;
339415614;
399357963;
242528392;
308121619;
406396566;
310645689;
364224479;
277351995;
289006341;
331347792;
39253858X;
229407374;
383612233;
248081241;
31770933X;
25264770X;
315444363;
270165444;
35380634X;
28559818X;
271334762;
408035714;
294283714;
387173919;
217382371;
264374630;
417997558;
287742695;
411129430;
241443148;
297025821;
217838154;
37342826X;
240549104;
265573408;
288577221;
293912157;
241033977;
234755318;
261997858;
318727781;
398493189;
288408500;
408399082;
292006713;
274024020;
268180016;
217857507;
262909162;
288988639;
297226584;
213255219;
377045500;
344848140;
410496022;
239016432;
395387027;
238464261;
22246075X;
242527167;
297545655;
270494626;
271243414;
329790382;
273810790;
269717080;
262865203;
262226219;
322488885;
218121288;
21411239X;
371301394;
245544968;
260055786;
383344468;
237933853;
254954081;
38729144X;
405920636;
420856080;
317416944;
356407225;
33016418X;
397567995;
36984307X;
299330516;
395388937;
322383994;
264613120;
270843086;
265768284;
369549511;
375303952;
243987536;
288125959;
297272128;
417041446;
288128206;
227260805;
381195732;
236247743;
258674709;
28791741X;
297309730;
340466235;
383004446;
246946156;
270464891;
24595208X;
419503439;
40835173X;
394685237;
329894838;
288064771;
25517537X;
240396480;
274397943;
256343675;
264975502;
412003899;
269287175;
265520436;
30734021X;
343008521;
262405369;
333974999;
268574502;
382055225;
383155398;
242570259;
408202009;
371538998;
417467788;
262260255;
271333022;
26560043X;
243347332;
395546419;
358173760;
215636821;
310358892;
236343289;
264396081;
363644989;
265584086;
410550841;
265194903;
227536800;
245991557;
260633356;
288520955;
277293847;
26525034X;
420807217;
26441232X;
416805442;
352856572;
276878078;
297710729;
371086299;
408345756;
387503900;
297464698;
228181291;
239906993;
270789871;
263145131;
353783722;
217596258;
263459403;
274514427;
331784882;
305141031;
255687311;
408057432;
297067885;
400995697;
334098556;
392742055;
334445116;
371313414;
217686893;
39081394X;
254869203;
395445043;
407676694;
28558233X;
376148608;
418982988;
340364025;
380458292;
269773754;
341728713;
242562841;
255190360;
334216494;
410703303;
382847253;
387289453;
407628967;
308243846;
393855708;
278592570;
297344811;
230123821;
384015611;
410947539;
255311400;
40900748X;
220294143;
416230636;
238850315;
217510574;
269529497;
277142717;
264779053;
297005014;
243163355;
238830292;
273387057;
351211500;
408560606;
214138992;
408203986;
392057972;
408831766;
408568070;
285642863;
249561247;
260039926;
265464242;
41069374X;
24414348X;
289721369;
392143321;
271599596;
356222233;
408046139;
241859727;
297662058;
288967186;
293048614;
239420683;
329489143;
384020186;
297026542;
255740689;
242343872;
242586503;
24006996X;
272565466;
27445324X;
370586379;
400860953;
241479088;
353021830;
297679368;
252107306;
288681517;
333022084;
243968884;
230079318;
280522959;
265250366;
363249184;
229356915;
405227302;
382743970;
297310496;
270760369;
416174183;
269516840;
264785053;
399891455;
263146146;
330825712;
270842780;
218133014;
394049942;
23773091X;
227286804;
380246309;
270118284;
32280289X;
242145000;
244720541;
241166276;
238997545;
395387418;
375794549;
343144387;
377048399;
264571312;
338234802;
393556689;
243003692;
270092595;
322997887;
353009334;
340420359;
298169487;
393806510;
288117565;
238492877;
264446097;
256060800;
32299859X;
408396903;
275094529;
419416129;
29711834X;
406330859;
371405521;
364535903;
413624951;
306194457;
396548830;
274401215;
420565671;
413642070;
413679055;
419024611;
408058552;
382937392;
38394080X;
400863693;
397236492;
408397535;
377252557;eur-oai-repub.eur.nl-37863
277134935;rug-oai-pure.rug.nl-publications_cd7ef2b0-b9d6-448c-b928-4c3d55befaf9
297525603;ul-oai-openaccess.leidenuniv.nl-1887_4914
238835472;eur-oai-repub.eur.nl-867
228001714;rug-oai-pure.rug.nl-publications_a2ec6565-de0b-49d0-b34e-950209fb6292
316710652;tud-oai-tudelft.nl-uuid-349c05b4-cb94-4dd1-bdd0-4edd03bf08b9
290727928;eur-oai-repub.eur.nl-7101
392124742;rug-oai-pure.rug.nl-publications_fc17de50-5704-4496-ba60-bafab50143ca
239229347;uu-oai-dspace.library.uu.nl-1874_869
292692811;rug-oai-pure.rug.nl-publications_3b39ca84-d83c-46a1-9856-f78bd0dba0de
338263950;eur-oai-repub.eur.nl-26766
419754660;rug-oai-pure.rug.nl-publications_9d8bcccd-246f-4e7c-823b-592c82208ddf
217820220;tud-oai-tudelft.nl-uuid-ce5dd92d-53de-494b-acf7-5168baeefa64
42068963X;rug-oai-pure.rug.nl-publications_0d11b9f4-2730-4feb-a46c-c3fc7d719fe2
41900663X;rug-oai-pure.rug.nl-publications_cd014d05-feaa-484d-aca3-40f00923a1d2
418986215;rug-oai-pure.rug.nl-publications_c9db5697-ac05-43b4-97e1-8e44657ade56
241419751;rug-oai-pure.rug.nl-publications_d8a29e5a-763a-4059-a947-25b1695119f7
333696077;rug-oai-pure.rug.nl-publications_36c47f01-5af4-4712-90f3-709754a14a93
238760537;rug-oai-pure.rug.nl-publications_a11685f0-58ac-48a5-94e8-3d2c642fc1f1
264396138;rug-oai-pure.rug.nl-publications_6bc1f10a-1666-43d8-ae57-a426fd73e48c
364240466;ul-oai-openaccess.leidenuniv.nl-1887_21704
226800903;rug-oai-pure.rug.nl-publications_dde08996-cb03-435e-927a-4d0f8efaf6e0
357071689;tud-oai-tudelft.nl-uuid-aec9eed6-6758-4f5e-a1df-cebfe7c41a96
370802802;rug-oai-pure.rug.nl-publications_bfd86822-cfd9-494e-a209-338c7f617b99
248064819;wur-oai-library.wur.nl-wurpubs_320965
413533867;rug-oai-pure.rug.nl-publications_d41d433f-ce4d-479a-9deb-864cc7b6770f
357359615;uu-oai-dspace.library.uu.nl-1874_273873
216785383;tud-oai-tudelft.nl-uuid-8cd67770-af2b-4e00-9995-10b2b96f58ab
410562653;rug-oai-pure.rug.nl-publications_a80b8c57-0bed-4e6e-835e-f03813928d0d
288409949;tud-oai-tudelft.nl-uuid-93137061-e3ef-418e-aa7a-b7539f70af50
330181963;rug-oai-pure.rug.nl-publications_11cc41e4-daed-4108-a450-a6f738cbe4cd
288876474;eur-oai-repub.eur.nl-7180
376019581;rug-oai-pure.rug.nl-publications_714422a7-17d7-4878-8d59-13bffade5a98
236157582;uu-oai-dspace.library.uu.nl-1874_599
244764476;rug-oai-pure.rug.nl-publications_81594d87-3daa-4e5d-b3f7-8646964f7c86
380673797;rug-oai-pure.rug.nl-publications_9f37442e-cd3d-4883-9c5d-bedbba590d69
230019838;uu-oai-dspace.library.uu.nl-1874_415
391011197;rug-oai-pure.rug.nl-publications_16d941e3-0597-4259-80e1-8c1bc295ad89
230282547;tud-oai-tudelft.nl-uuid-1b95dda1-29f2-4b89-96d4-472b453cfcc1
271418745;eur-oai-repub.eur.nl-78255
291379761;ul-oai-openaccess.leidenuniv.nl-1887_4332
356366235;uu-oai-dspace.library.uu.nl-1874_210295
392617889;rug-oai-pure.rug.nl-publications_0ec66c65-ffe9-47b3-bdad-24c129be1be5
294565485;ul-oai-openaccess.leidenuniv.nl-1887_4365
399408053;rug-oai-pure.rug.nl-publications_ee8bcb69-7c9b-4006-a4fa-b1b15375532b
290994519;eur-oai-repub.eur.nl-8071
383940494;rug-oai-pure.rug.nl-publications_96d5a503-ac69-421b-bb6e-cb65f573bf39
329327151;tud-oai-tudelft.nl-uuid-2ad8a0a4-4536-4a3d-88ec-2734509868da
284867365;eur-oai-repub.eur.nl-6937
418017794;rug-oai-pure.rug.nl-publications_e46b23f0-64ab-4723-ba4b-d3fa0256ed2c
27684162X;tud-oai-tudelft.nl-uuid-49fbf99c-4983-4db0-bedb-b4e142e94333
420683240;rug-oai-pure.rug.nl-publications_878dd2cb-e5bb-41b6-8a14-be14902ad83a
418143447;rug-oai-pure.rug.nl-publications_ceaa965e-be8f-40b1-b829-307a4cb18a25
411290231;rug-oai-pure.rug.nl-publications_61d1f41b-0614-4436-a627-3b733419ffb1
411106821;rug-oai-pure.rug.nl-publications_5bc4dd17-a852-4c7c-833b-89e80c80ffe0
230217273;uu-oai-dspace.library.uu.nl-1874_404
30301489X;rug-oai-pure.rug.nl-publications_7e52c56f-220f-4100-952c-f68b44ce2c74
217508359;uu-oai-dspace.library.uu.nl-1874_662
255966792;eur-oai-repub.eur.nl-30835
400366703;rug-oai-pure.rug.nl-publications_ee2c0b22-8e9f-401d-9431-db5c8bdf389c
353221007;eur-oai-repub.eur.nl-38472
420688188;rug-oai-pure.rug.nl-publications_b6d74ee4-8771-43eb-999e-5c91c4289a5a
371263581;rug-oai-pure.rug.nl-publications_7558c1b3-f35e-46ee-8eb0-1d3d5730f49e
268584621;ul-oai-openaccess.leidenuniv.nl-1887_15468
395483964;rug-oai-pure.rug.nl-publications_71dda4d9-dd28-470c-b7f9-6ffce99a0c42
393311384;rug-oai-pure.rug.nl-publications_fb5462f0-db7a-4319-afc9-570dfd724d5e
226840387;rug-oai-pure.rug.nl-publications_ad27167d-8101-4360-a937-7a2c05aa5061
351098577;rug-oai-pure.rug.nl-publications_772be02f-e6a1-483a-aba3-dc1ba763b919
314030794;rug-oai-pure.rug.nl-publications_2e2ae555-ecaa-4505-9ad6-8fc18d3c6b49
242152678;rug-oai-pure.rug.nl-publications_d037610a-08a0-4fd5-9239-055dd7455aa7
269486240;eur-oai-repub.eur.nl-7354
370431200;tud-oai-tudelft.nl-uuid-87ea9306-9cd4-4583-a56a-8fe6208f1114
322448050;eur-oai-repub.eur.nl-17188
292551665;ul-oai-openaccess.leidenuniv.nl-1887_4327
393453812;rug-oai-pure.rug.nl-publications_0f1bfb86-c074-4985-87e3-371184c8ad36
273288156;tud-oai-tudelft.nl-uuid-f1489e9e-d50b-49f9-8e66-3c35c03eae3b
263429423;rug-oai-pure.rug.nl-publications_8cb05ba8-f653-441c-9a56-4296e52af9cd
411941631;rug-oai-pure.rug.nl-publications_b89eac02-6443-4c7a-9a29-8f1a9b44a48d
276830814;rug-oai-pure.rug.nl-publications_0ea145fb-a0c5-4af7-833d-3dc235d07eb0
380764687;rug-oai-pure.rug.nl-publications_28b73d72-100a-43ed-a615-607598c63b9a
418984611;rug-oai-pure.rug.nl-publications_038be8b1-6c6d-4723-bf27-c5b1ab6d8dd2
413925358;tud-oai-tudelft.nl-uuid-4e441a1c-b5cb-4c2a-8dc4-edd64736013f
402188349;tud-oai-tudelft.nl-uuid-29152e5c-f6ba-44ad-8bd2-f9784c6a2f0d
321850033;uu-oai-dspace.library.uu.nl-1874_35861
235240060;eur-oai-repub.eur.nl-12093
216736781;uu-oai-dspace.library.uu.nl-1874_806
410618128;eur-oai-repub.eur.nl-98975
227715640;wur-oai-library.wur.nl-wurpubs_122219
283032901;rug-oai-pure.rug.nl-publications_6270a6bb-00cd-4d2a-aafc-8191ee17951a
393450821;rug-oai-pure.rug.nl-publications_e8b7a9e7-672e-4b38-80ed-8feaeb2417f7
375161805;rug-oai-pure.rug.nl-publications_8286c329-7b58-46ec-a9c4-bb1f8df6e5aa
373652704;rug-oai-pure.rug.nl-publications_3bf530fe-3cc5-4ed8-a91a-a679bdaec329
272921777;tud-oai-tudelft.nl-uuid-3d813f7c-6030-4cb6-9295-aea9fe624287
267545045;eur-oai-repub.eur.nl-51713
410239291;tud-oai-tudelft.nl-uuid-a78ba8b6-b865-4408-9788-468e635fa39b
314459561;eur-oai-repub.eur.nl-13426
293083622;wur-oai-library.wur.nl-wurpubs_353152
408792140;rug-oai-pure.rug.nl-publications_89a11eb3-91ab-44a9-9076-66592302af5f
330075624;uu-oai-dspace.library.uu.nl-1874_188108
395550122;rug-oai-pure.rug.nl-publications_88b61efb-e9b6-48bf-9cc8-31c80de5326f
371755697;rug-oai-pure.rug.nl-publications_3821b6b6-0ca6-4f36-bc8b-587ec8338459
413152987;rug-oai-pure.rug.nl-publications_b3befce0-80d9-4ea7-aad9-4dbc870edcd7
242495869;uu-oai-dspace.library.uu.nl-1874_472
267568002;eur-oai-repub.eur.nl-6778
271420006;eur-oai-repub.eur.nl-6737
373505094;rug-oai-pure.rug.nl-publications_d9ee0c4b-7fdc-413e-9171-7394557b11d6
281881952;rug-oai-pure.rug.nl-publications_ff8dfa26-2d2f-42b4-8385-e988c361440f
255698984;rug-oai-pure.rug.nl-publications_797cbe1d-7806-4862-b126-8b82732f35e6
288112806;tud-oai-tudelft.nl-uuid-6b3bc2d8-d32d-4c2a-b645-fb7487d6aaf4
266982638;eur-oai-repub.eur.nl-76059
407637664;rug-oai-pure.rug.nl-publications_dd691782-aed6-4d42-858d-e270202f7349
393812006;rug-oai-pure.rug.nl-publications_4b125580-4928-4482-8d9e-71bdefcc56ba
357375890;uu-oai-dspace.library.uu.nl-1874_275062
318982161;tud-oai-tudelft.nl-uuid-ae975ebb-81b7-4471-a150-39a89b28f7b6
238890252;eur-oai-repub.eur.nl-31930
397187599;eur-oai-repub.eur.nl-78950
391349503;rug-oai-pure.rug.nl-publications_f58498e0-c9fb-4772-8a6d-f86cef83eaff
